product_code,customer_code,market_code,order_date,sales_qty,sales_amount,currency
Prod001,Cus001,Mark001,2017-10-10,100,41241,INR
Prod013,Cus001,Mark001,2017-10-10,240,143560,INR
Prod001,Cus001,Mark001,2017-10-10,100,41241,"INR"
Prod013,Cus001,Mark001,2017-10-10,240,143560,"INR"
Prod016,Cus001,Mark001,2018-06-28,187,115481,"INR"
Prod020,Cus001,Mark001,2017-10-10,140,153019,"INR"
Prod020,Cus001,Mark001,2017-10-25,47,51005,"INR"
Prod020,Cus001,Mark001,2017-11-14,47,51005,"INR"
Prod040,Cus001,Mark001,2018-01-05,240,168245,"INR"
Prod040,Cus001,Mark001,2018-01-12,167,104648,"INR"
Prod040,Cus001,Mark001,2018-01-15,240,168245,"INR"
Prod040,Cus001,Mark001,2018-01-30,193,135532,"INR"
Prod040,Cus001,Mark001,2018-02-12,40,28042,"INR"
Prod040,Cus001,Mark001,2018-02-13,40,25116,"INR"
Prod040,Cus001,Mark001,2018-04-03,480,336495,"INR"
Prod040,Cus001,Mark001,2018-04-27,120,75347,"INR"
Prod040,Cus001,Mark001,2018-04-30,120,84125,"INR"
Prod040,Cus001,Mark001,2018-05-16,160,100463,"INR"
Prod040,Cus001,Mark001,2018-08-15,400,251162,"INR"
Prod040,Cus001,Mark001,2018-10-11,40,28042,"INR"
Prod040,Cus001,Mark001,2019-05-28,80,50231,"INR"
Prod040,Cus001,Mark001,2019-06-07,80,50231,"INR"
Prod040,Cus001,Mark001,2019-06-19,40,25116,"INR"
Prod040,Cus001,Mark001,2019-06-26,120,75347,"INR"
Prod040,Cus001,Mark001,2019-07-11,40,25116,"INR"
Prod040,Cus001,Mark001,2019-08-19,40,28042,"INR"
Prod040,Cus001,Mark001,2019-08-28,40,28042,"INR"
Prod040,Cus001,Mark001,2019-10-30,240,168250,"INR"
Prod040,Cus001,Mark001,2019-11-25,40,28042,"INR"
Prod040,Cus001,Mark001,2019-12-18,40,28042,"INR"
Prod040,Cus001,Mark001,2020-01-17,40,25116,"INR"
Prod040,Cus001,Mark001,2020-01-21,80,56083,"INR"
Prod040,Cus001,Mark001,2020-01-28,40,25116,"INR"
Prod040,Cus001,Mark001,2020-02-13,40,25116,"INR"
Prod040,Cus001,Mark001,2020-04-15,40,28042,"INR"
Prod040,Cus001,Mark001,2020-04-23,40,28042,"INR"
Prod040,Cus001,Mark001,2020-05-15,40,28042,"INR"
Prod040,Cus001,Mark001,2020-06-11,40,28042,"INR"
Prod040,Cus001,Mark001,2020-06-18,40,25116,"INR"
Prod044,Cus001,Mark001,2018-11-08,120,75347,"INR"
Prod044,Cus001,Mark001,2018-12-18,120,75347,"INR"
Prod044,Cus001,Mark001,2019-02-07,160,100463,"INR"
Prod061,Cus001,Mark001,2019-08-13,44,7884,"INR"
Prod061,Cus001,Mark001,2019-09-11,24,4301,"INR"
Prod061,Cus001,Mark001,2019-10-11,13,2389,"INR"
Prod061,Cus001,Mark001,2019-11-14,72,12903,"INR"
Prod061,Cus001,Mark001,2019-12-10,48,8602,"INR"
Prod061,Cus001,Mark001,2020-01-17,184,32972,"INR"
Prod061,Cus001,Mark001,2020-02-13,348,62366,"INR"
Prod061,Cus001,Mark001,2020-02-27,1,241,"INR"
Prod061,Cus001,Mark001,2020-05-15,88,15769,"INR"
Prod062,Cus001,Mark001,2018-04-18,165,29569,"INR"
Prod062,Cus001,Mark001,2018-11-30,114,20431,"INR"
Prod062,Cus001,Mark001,2018-12-06,36,6449,"INR"
Prod062,Cus001,Mark001,2018-12-18,78,13977,"INR"
Prod062,Cus001,Mark001,2019-01-30,52,9319,"INR"
Prod065,Cus001,Mark001,2019-10-10,1,125,"INR"
Prod065,Cus001,Mark001,2019-11-20,42,7810,"INR"
Prod065,Cus001,Mark001,2019-12-10,90,17898,"INR"
Prod065,Cus001,Mark001,2020-01-17,42,7810,"INR"
Prod065,Cus001,Mark001,2020-01-20,107,21208,"INR"
Prod065,Cus001,Mark001,2020-02-21,16,2977,"INR"
Prod065,Cus001,Mark001,2020-05-21,213,42421,"INR"
Prod070,Cus001,Mark001,2020-02-12,530,315273,"INR"
Prod070,Cus001,Mark001,2020-03-12,53,31727,"INR"
Prod070,Cus001,Mark001,2020-03-19,60,35690,"INR"
Prod070,Cus001,Mark001,2020-04-06,127,75347,"INR"
Prod070,Cus001,Mark001,2020-05-15,53,31727,"INR"
Prod070,Cus001,Mark001,2020-05-21,47,27759,"INR"
Prod070,Cus001,Mark001,2020-06-11,133,79315,"INR"
Prod070,Cus001,Mark001,2020-06-16,150,89227,"INR"
Prod078,Cus001,Mark001,2018-08-28,381,0,"INR"
Prod090,Cus001,Mark001,2017-10-10,67,2685,"INR"
Prod090,Cus001,Mark001,2017-10-20,67,2685,"INR"
Prod090,Cus001,Mark001,2017-12-27,200,8051,"INR"
Prod090,Cus001,Mark001,2018-02-08,167,6708,"INR"
Prod090,Cus001,Mark001,2018-04-23,12,2046,"INR"
Prod090,Cus001,Mark001,2018-06-19,7,1134,"INR"
Prod090,Cus001,Mark001,2018-08-15,67,2685,"INR"
Prod090,Cus001,Mark001,2018-09-28,51,8745,"INR"
Prod090,Cus001,Mark001,2018-10-31,133,5366,"INR"
Prod090,Cus001,Mark001,2018-11-08,133,5366,"INR"
Prod090,Cus001,Mark001,2018-12-18,67,2685,"INR"
Prod090,Cus001,Mark001,2019-02-15,100,4023,"INR"
Prod090,Cus001,Mark001,2019-03-01,33,1343,"INR"
Prod090,Cus001,Mark001,2019-03-14,200,8051,"INR"
Prod090,Cus001,Mark001,2019-10-11,1,116,"INR"
Prod090,Cus001,Mark001,2019-10-18,67,2685,"INR"
Prod090,Cus001,Mark001,2019-11-13,7,1250,"INR"
Prod090,Cus001,Mark001,2020-05-15,33,1343,"INR"
Prod101,Cus001,Mark001,2017-12-11,50,9593,"INR"
Prod101,Cus001,Mark001,2017-12-27,3,639,"INR"
Prod101,Cus001,Mark001,2018-01-15,7,1843,"INR"
Prod101,Cus001,Mark001,2018-02-13,27,5116,"INR"
Prod101,Cus001,Mark001,2018-03-12,7,1843,"INR"
Prod101,Cus001,Mark001,2018-04-09,53,10231,"INR"
Prod101,Cus001,Mark001,2018-05-08,7,1843,"INR"
Prod101,Cus001,Mark001,2018-05-16,4,769,"INR"
Prod101,Cus001,Mark001,2018-05-30,23,4347,"INR"
Prod105,Cus001,Mark001,2017-11-06,77,9602,"INR"
Prod105,Cus001,Mark001,2017-12-11,12,1463,"INR"
Prod105,Cus001,Mark001,2018-04-18,12,1463,"INR"
Prod105,Cus001,Mark001,2018-05-16,23,2921,"INR"
Prod106,Cus001,Mark001,2017-10-20,9,6681,"INR"
Prod106,Cus001,Mark001,2017-10-25,19,13343,"INR"
Prod106,Cus001,Mark001,2017-11-03,19,13343,"INR"
Prod106,Cus001,Mark001,2017-12-27,9,6681,"INR"
Prod106,Cus001,Mark001,2018-01-15,19,38398,"INR"
Prod106,Cus001,Mark001,2018-03-22,9,6681,"INR"
Prod106,Cus001,Mark001,2018-04-11,19,13343,"INR"
Prod106,Cus001,Mark001,2018-05-15,28,20014,"INR"
Prod106,Cus001,Mark001,2018-06-27,9,6681,"INR"
Prod106,Cus001,Mark001,2018-07-30,19,13366,"INR"
Prod106,Cus001,Mark001,2018-09-05,28,20014,"INR"
Prod106,Cus001,Mark001,2018-09-28,56,40028,"INR"
Prod106,Cus001,Mark001,2018-10-31,9,6681,"INR"
Prod106,Cus001,Mark001,2019-01-10,28,20046,"INR"
Prod106,Cus001,Mark001,2019-04-11,9,6681,"INR"
Prod106,Cus001,Mark001,2019-11-14,9,6681,"INR"
Prod106,Cus001,Mark001,2020-02-21,9,6681,"INR"
Prod106,Cus001,Mark001,2020-03-12,9,6681,"INR"
Prod106,Cus001,Mark001,2020-05-18,19,13366,"INR"
Prod107,Cus001,Mark001,2017-12-13,400,316611,"INR"
Prod110,Cus001,Mark001,2017-10-10,1,1190,"INR"
Prod110,Cus001,Mark001,2017-10-25,1,1190,"INR"
Prod110,Cus001,Mark001,2017-11-14,3,2384,"INR"
Prod110,Cus001,Mark001,2018-01-10,1,1190,"INR"
Prod110,Cus001,Mark001,2018-04-11,3,2384,"INR"
Prod110,Cus001,Mark001,2018-05-15,1,1190,"INR"
Prod110,Cus001,Mark001,2018-06-28,3,2981,"INR"
Prod110,Cus001,Mark001,2018-07-13,1,1194,"INR"
Prod110,Cus001,Mark001,2018-08-21,8,7153,"INR"
Prod110,Cus001,Mark001,2018-09-28,1,1194,"INR"
Prod110,Cus001,Mark001,2018-10-10,1,1194,"INR"
Prod110,Cus001,Mark001,2018-11-08,1,1194,"INR"
Prod110,Cus001,Mark001,2019-01-10,1,1194,"INR"
Prod110,Cus001,Mark001,2019-02-07,1,1194,"INR"
Prod110,Cus001,Mark001,2019-07-11,1,1190,"INR"
Prod110,Cus001,Mark001,2019-08-12,1,1190,"INR"
Prod110,Cus001,Mark001,2019-08-13,1,1194,"INR"
Prod110,Cus001,Mark001,2019-10-11,1,1190,"INR"
Prod110,Cus001,Mark001,2019-11-15,4,3574,"INR"
Prod110,Cus001,Mark001,2020-03-03,1,1194,"INR"
Prod110,Cus001,Mark001,2020-06-11,3,2384,"INR"
Prod113,Cus001,Mark001,2017-11-06,12,1333,"INR"
Prod113,Cus001,Mark001,2017-12-11,6,667,"INR"
Prod113,Cus001,Mark001,2018-02-08,12,1333,"INR"
Prod113,Cus001,Mark001,2018-03-22,6,667,"INR"
Prod113,Cus001,Mark001,2018-05-18,6,667,"INR"
Prod113,Cus001,Mark001,2018-06-11,12,1333,"INR"
Prod113,Cus001,Mark001,2018-08-15,12,1333,"INR"
Prod113,Cus001,Mark001,2018-09-12,6,667,"INR"
Prod113,Cus001,Mark001,2018-10-31,6,667,"INR"
Prod113,Cus001,Mark001,2018-11-15,6,667,"INR"
Prod113,Cus001,Mark001,2018-12-06,6,667,"INR"
Prod113,Cus001,Mark001,2019-01-14,6,667,"INR"
Prod113,Cus001,Mark001,2019-02-15,6,667,"INR"
Prod113,Cus001,Mark001,2019-03-21,6,667,"INR"
Prod113,Cus001,Mark001,2019-05-28,6,667,"INR"
Prod113,Cus001,Mark001,2019-06-14,6,667,"INR"
Prod113,Cus001,Mark001,2019-10-11,24,2671,"INR"
Prod113,Cus001,Mark001,2020-02-13,6,667,"INR"
Prod113,Cus001,Mark001,2020-03-12,12,1333,"INR"
Prod113,Cus001,Mark001,2020-04-09,6,667,"INR"
Prod113,Cus001,Mark001,2020-06-12,6,667,"INR"
Prod117,Cus001,Mark001,2017-10-20,107,9704,"INR"
Prod117,Cus001,Mark001,2017-10-27,213,19412,"INR"
Prod117,Cus001,Mark001,2017-11-06,267,24264,"INR"
Prod117,Cus001,Mark001,2018-02-13,53,4852,"INR"
Prod117,Cus001,Mark001,2018-02-22,267,24264,"INR"
Prod117,Cus001,Mark001,2018-03-13,27,2426,"INR"
Prod117,Cus001,Mark001,2018-03-22,80,7278,"INR"
Prod117,Cus001,Mark001,2018-04-12,158,14407,"INR"
Prod117,Cus001,Mark001,2018-04-27,2,153,"INR"
Prod117,Cus001,Mark001,2018-05-16,160,14556,"INR"
Prod117,Cus001,Mark001,2018-05-30,107,9704,"INR"
Prod117,Cus001,Mark001,2018-06-27,53,4852,"INR"
Prod117,Cus001,Mark001,2018-07-30,160,14556,"INR"
Prod117,Cus001,Mark001,2018-09-12,53,4852,"INR"
Prod117,Cus001,Mark001,2018-09-28,53,4852,"INR"
Prod117,Cus001,Mark001,2018-10-31,160,14556,"INR"
Prod117,Cus001,Mark001,2018-11-08,107,9704,"INR"
Prod117,Cus001,Mark001,2018-11-15,213,19412,"INR"
Prod117,Cus001,Mark001,2018-11-30,373,33968,"INR"
Prod117,Cus001,Mark001,2018-12-06,53,4852,"INR"
Prod117,Cus001,Mark001,2018-12-18,53,4852,"INR"
Prod117,Cus001,Mark001,2019-01-30,53,4852,"INR"
Prod117,Cus001,Mark001,2019-02-07,160,14556,"INR"
Prod117,Cus001,Mark001,2019-02-15,160,14556,"INR"
Prod117,Cus001,Mark001,2019-03-01,107,9704,"INR"
Prod117,Cus001,Mark001,2019-03-21,213,19412,"INR"
Prod117,Cus001,Mark001,2019-03-29,107,9704,"INR"
Prod117,Cus001,Mark001,2019-04-11,213,19412,"INR"
Prod117,Cus001,Mark001,2019-06-26,160,14556,"INR"
Prod117,Cus001,Mark001,2019-07-29,53,4852,"INR"
Prod117,Cus001,Mark001,2019-08-13,107,9704,"INR"
Prod117,Cus001,Mark001,2019-08-20,213,19412,"INR"
Prod117,Cus001,Mark001,2019-08-27,107,9704,"INR"
Prod117,Cus001,Mark001,2019-10-11,480,43671,"INR"
Prod117,Cus001,Mark001,2019-11-14,160,14556,"INR"
Prod117,Cus001,Mark001,2019-12-18,160,14556,"INR"
Prod117,Cus001,Mark001,2020-01-20,107,9704,"INR"
Prod117,Cus001,Mark001,2020-02-13,107,9704,"INR"
Prod117,Cus001,Mark001,2020-03-12,320,29116,"INR"
Prod117,Cus001,Mark001,2020-04-09,160,14556,"INR"
Prod117,Cus001,Mark001,2020-05-18,107,9704,"INR"
Prod117,Cus001,Mark001,2020-06-12,213,19412,"INR"
Prod121,Cus001,Mark001,2019-10-10,1,56,"INR"
Prod126,Cus001,Mark001,2017-11-06,3,194,"INR"
Prod126,Cus001,Mark001,2017-12-11,1,65,"INR"
Prod126,Cus001,Mark001,2018-01-12,4,259,"INR"
Prod126,Cus001,Mark001,2018-02-13,2,130,"INR"
Prod126,Cus001,Mark001,2018-04-09,176,11505,"INR"
Prod126,Cus001,Mark001,2018-06-11,15,981,"INR"
Prod126,Cus001,Mark001,2018-11-15,8,523,"INR"
Prod126,Cus001,Mark001,2019-02-15,6,394,"INR"
Prod127,Cus001,Mark001,2020-04-09,3,194,"INR"
Prod127,Cus001,Mark001,2020-05-18,3,194,"INR"
Prod128,Cus001,Mark001,2019-08-13,1,347,"INR"
Prod128,Cus001,Mark001,2020-01-20,2,694,"INR"
Prod129,Cus001,Mark001,2017-10-20,48,10495,"INR"
Prod129,Cus001,Mark001,2017-11-06,48,10495,"INR"
Prod129,Cus001,Mark001,2018-02-08,6,2264,"INR"
Prod129,Cus001,Mark001,2018-02-13,96,20986,"INR"
Prod129,Cus001,Mark001,2018-03-20,6,2264,"INR"
Prod129,Cus001,Mark001,2018-04-12,96,20986,"INR"
Prod129,Cus001,Mark001,2018-04-18,6,2264,"INR"
Prod129,Cus001,Mark001,2018-05-08,6,2264,"INR"
Prod129,Cus001,Mark001,2018-06-11,48,10495,"INR"
Prod129,Cus001,Mark001,2018-06-19,6,2264,"INR"
Prod129,Cus001,Mark001,2018-08-15,96,20986,"INR"
Prod129,Cus001,Mark001,2018-09-12,48,10495,"INR"
Prod129,Cus001,Mark001,2018-10-10,48,10495,"INR"
Prod129,Cus001,Mark001,2018-11-15,48,10495,"INR"
Prod129,Cus001,Mark001,2018-12-18,48,10495,"INR"
Prod129,Cus001,Mark001,2019-01-30,48,10495,"INR"
Prod129,Cus001,Mark001,2019-02-15,48,10495,"INR"
Prod129,Cus001,Mark001,2019-04-18,48,10495,"INR"
Prod129,Cus001,Mark001,2019-05-13,48,10495,"INR"
Prod129,Cus001,Mark001,2019-06-14,96,20986,"INR"
Prod129,Cus001,Mark001,2019-08-13,48,10495,"INR"
Prod129,Cus001,Mark001,2019-11-14,48,10495,"INR"
Prod129,Cus001,Mark001,2019-12-18,48,10495,"INR"
Prod129,Cus001,Mark001,2020-01-20,48,10495,"INR"
Prod129,Cus001,Mark001,2020-03-12,96,20986,"INR"
Prod129,Cus001,Mark001,2020-04-09,48,10495,"INR"
Prod129,Cus001,Mark001,2020-05-18,48,10495,"INR"
Prod131,Cus001,Mark001,2019-10-10,1,88,"INR"
Prod133,Cus001,Mark001,2017-10-10,66,33231,"INR"
Prod133,Cus001,Mark001,2017-11-03,6,4736,"INR"
Prod133,Cus001,Mark001,2017-12-13,12,9468,"INR"
Prod133,Cus001,Mark001,2018-01-15,6,15833,"INR"
Prod133,Cus001,Mark001,2018-02-12,6,4736,"INR"
Prod133,Cus001,Mark001,2018-02-13,24,12083,"INR"
Prod133,Cus001,Mark001,2018-03-22,18,9065,"INR"
Prod133,Cus001,Mark001,2018-04-18,12,6042,"INR"
Prod133,Cus001,Mark001,2018-05-30,36,18125,"INR"
Prod133,Cus001,Mark001,2018-07-12,6,4736,"INR"
Prod133,Cus001,Mark001,2018-07-13,12,6042,"INR"
Prod133,Cus001,Mark001,2018-08-08,18,14204,"INR"
Prod133,Cus001,Mark001,2018-08-15,24,12083,"INR"
Prod133,Cus001,Mark001,2018-09-12,18,9065,"INR"
Prod133,Cus001,Mark001,2018-10-10,42,21148,"INR"
Prod133,Cus001,Mark001,2018-11-08,6,4736,"INR"
Prod133,Cus001,Mark001,2018-11-15,18,9065,"INR"
Prod133,Cus001,Mark001,2018-12-06,6,3023,"INR"
Prod133,Cus001,Mark001,2019-01-14,24,12083,"INR"
Prod133,Cus001,Mark001,2019-02-15,24,12083,"INR"
Prod133,Cus001,Mark001,2019-03-21,30,15106,"INR"
Prod133,Cus001,Mark001,2019-04-15,6,4736,"INR"
Prod133,Cus001,Mark001,2019-04-18,24,12083,"INR"
Prod133,Cus001,Mark001,2019-05-13,6,3023,"INR"
Prod133,Cus001,Mark001,2019-05-16,6,4736,"INR"
Prod133,Cus001,Mark001,2019-06-14,30,15106,"INR"
Prod133,Cus001,Mark001,2019-08-14,6,4736,"INR"
Prod133,Cus001,Mark001,2019-09-11,9,4431,"INR"
Prod133,Cus001,Mark001,2019-10-10,72,36250,"INR"
Prod133,Cus001,Mark001,2019-11-14,18,9065,"INR"
Prod133,Cus001,Mark001,2019-11-18,6,4736,"INR"
Prod133,Cus001,Mark001,2020-01-20,18,9065,"INR"
Prod133,Cus001,Mark001,2020-02-13,36,18125,"INR"
Prod133,Cus001,Mark001,2020-03-12,36,18125,"INR"
Prod133,Cus001,Mark001,2020-04-09,18,9065,"INR"
Prod133,Cus001,Mark001,2020-05-18,18,9065,"INR"
Prod134,Cus001,Mark001,2017-10-25,6,1787,"INR"
Prod134,Cus001,Mark001,2018-01-04,6,1787,"INR"
Prod157,Cus001,Mark001,2017-10-20,73,40634,"INR"
Prod157,Cus001,Mark001,2018-04-18,7,3694,"INR"
Prod157,Cus001,Mark001,2018-05-16,27,14778,"INR"
Prod157,Cus001,Mark001,2018-08-23,20,11083,"INR"
Prod157,Cus001,Mark001,2018-11-08,13,7389,"INR"
Prod157,Cus001,Mark001,2019-01-10,33,18472,"INR"
Prod159,Cus001,Mark001,2018-01-04,400,164972,"INR"
Prod159,Cus001,Mark001,2018-01-12,223,82500,"INR"
Prod159,Cus001,Mark001,2018-02-02,200,82486,"INR"
Prod159,Cus001,Mark001,2018-02-12,53,21995,"INR"
Prod159,Cus001,Mark001,2018-02-13,67,24625,"INR"
Prod159,Cus001,Mark001,2018-02-21,208,85921,"INR"
Prod159,Cus001,Mark001,2018-02-22,60,22167,"INR"
Prod159,Cus001,Mark001,2018-03-13,133,49255,"INR"
Prod159,Cus001,Mark001,2018-03-19,333,137477,"INR"
Prod159,Cus001,Mark001,2018-04-03,287,118227,"INR"
Prod159,Cus001,Mark001,2018-04-09,140,51718,"INR"
Prod159,Cus001,Mark001,2018-04-11,7,2750,"INR"
Prod159,Cus001,Mark001,2018-04-18,140,51718,"INR"
Prod159,Cus001,Mark001,2018-04-24,147,60491,"INR"
Prod159,Cus001,Mark001,2018-04-27,13,4926,"INR"
Prod159,Cus001,Mark001,2018-04-30,120,49491,"INR"
Prod159,Cus001,Mark001,2018-09-11,93,38495,"INR"
Prod159,Cus001,Mark001,2018-09-19,120,49491,"INR"
Prod159,Cus001,Mark001,2019-01-14,20,7389,"INR"
Prod159,Cus001,Mark001,2019-01-30,40,14778,"INR"
Prod159,Cus001,Mark001,2019-02-15,53,19704,"INR"
Prod159,Cus001,Mark001,2019-06-07,47,17241,"INR"
Prod159,Cus001,Mark001,2019-06-19,47,17241,"INR"
Prod159,Cus001,Mark001,2019-06-26,100,36940,"INR"
Prod159,Cus001,Mark001,2019-12-10,60,24458,"INR"
Prod159,Cus001,Mark001,2020-01-17,47,17241,"INR"
Prod159,Cus001,Mark001,2020-01-21,27,11000,"INR"
Prod159,Cus001,Mark001,2020-01-28,40,14778,"INR"
Prod159,Cus001,Mark001,2020-02-13,13,4926,"INR"
Prod159,Cus001,Mark001,2020-03-12,113,44162,"INR"
Prod159,Cus001,Mark001,2020-06-11,67,25778,"INR"
Prod162,Cus001,Mark001,2018-06-11,373,73940,"INR"
Prod162,Cus001,Mark001,2018-08-06,133,27431,"INR"
Prod162,Cus001,Mark001,2018-10-11,27,5486,"INR"
Prod162,Cus001,Mark001,2018-11-08,200,41144,"INR"
Prod162,Cus001,Mark001,2019-01-09,27,5486,"INR"
